,Title,Product #,Released,Lowest,Average,Highest,URL
24,Barbie Fashion Fever Series Hilary Duff,K3777,2006,17,24,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-fever-series-hilary-duff.jpg
25,NASCAR 50th Anniversary Barbie,20442,1998,1,9,29,https://www.barbiedb.com/wp-content/uploads/2020/05/nascar-50th-anniversary-barbie.jpg
26,Marisa Beach Baby Barbie,G8080,2005,30,9,100,https://www.barbiedb.com/wp-content/uploads/2020/05/marisa-beach-baby-barbie.jpg
27,Jude Deveraux The Raider Barbie & Ken,B1995,2003,75,9,240,https://www.barbiedb.com/wp-content/uploads/2020/05/jude-deveraux-the-raider-barbie-ken.jpg
28,50th Golden Anniversary of Mattel Barbie,14479,1995,15,9,200,https://www.barbiedb.com/wp-content/uploads/2020/05/50th-golden-anniversary-of-mattel-barbie.jpg
29,2018 Holiday Barbie,FRN69,2018,49,9,200,https://www.barbiedb.com/wp-content/uploads/2021/08/frn69-2018-holiday-866x1024.jpg
30,Valentine Style Barbie,20465,1998,5,13,19,https://www.barbiedb.com/wp-content/uploads/2021/08/20465-1998-valentine-style-barbie-422x1024.jpg
31,Victorian Lady,14900,1995,7,13,35,https://www.barbiedb.com/wp-content/uploads/2021/07/14900-1995-victorian-lady-722x1024.jpg
32,Scorpio Barbie,C3825,2004,14,13,46,https://www.barbiedb.com/wp-content/uploads/2020/05/scorpio-barbie.jpg
33,Registered Nurse Barbie,R4472,2009,61,13,149,https://www.barbiedb.com/wp-content/uploads/2020/05/registered-nurse-barbie.jpg
34,Radiant Rose Barbie,15140,1996,3,13,46,https://www.barbiedb.com/wp-content/uploads/2020/05/radiant-rose-barbie.jpg
35,Midnight Gala Barbie,12999,1995,5,21,65,https://www.barbiedb.com/wp-content/uploads/2020/05/midnight-gala-barbie.jpg
36,Lady of the White Woods Barbie,CGK94,2015,86,21,196,https://www.barbiedb.com/wp-content/uploads/2020/05/lady-of-the-white-woods-barbie.jpg
37,Harpist Angel Barbie,18894,1998,9,21,100,https://www.barbiedb.com/wp-content/uploads/2020/05/harpist-angel-barbie.jpg
38,Bob Mackie The Charleston Barbie,24252,2001,103,21,305,https://www.barbiedb.com/wp-content/uploads/2020/05/bob-mackie-the-charleston-barbie.jpg
39,Barbie as Marzipan in The Nutcracker,20851,1999,15,21,46,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-marzipan-in-the-nutcracker.jpg
40,Barbie 30th Anniversary Francie,14608,1996,22,42,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-30th-anniversary-francie.jpg
41,Flying Tinker Bell from Disney’s Peter Pan,19298,1997,17,42,25,https://www.barbiedb.com/wp-content/uploads/2021/11/19298-1997-flying-tinker-bell-from-disneys-peter-pan-481x1024.jpg
42,Disney Favorites Barbie,28172,2000,4,42,30,https://www.barbiedb.com/wp-content/uploads/2021/09/28172-2000-disney-favorites-barbie-454x1024.jpg
43,Winter Renaissance Barbie,15570,1996,1,42,51,https://www.barbiedb.com/wp-content/uploads/2021/08/15570-winter-renaissance-602x1024.jpg
44,2017 Holiday Barbie,DYX39,2017,9,42,58,https://www.barbiedb.com/wp-content/uploads/2021/08/dyx39-2017-holiday-849x1024.jpg
45,Workin’ Out,17317,1996,9,23,50,https://www.barbiedb.com/wp-content/uploads/2021/08/17317-workin-out-522x1024.jpg
46,Special Occasion Barbie,15831,1996,1,23,29,https://www.barbiedb.com/wp-content/uploads/2021/07/15831-1996-special-occasion-barbie-617x1024.jpg
47,Prince Ken,20491,1998,15,23,69,https://www.barbiedb.com/wp-content/uploads/2020/05/prince-ken.jpg
48,Special 2000 Edition Celebration Barbie,28269,2000,1,23,1051,https://www.barbiedb.com/wp-content/uploads/2020/05/28269-special-2000-edition-celebration-barbie-901x1024.jpg
49,Holiday Ball Barbie,18326,1997,16,23,125,https://www.barbiedb.com/wp-content/uploads/2020/05/holiday-ball-barbie.jpg
50,Happy Holidays Barbie,4098,1990,4,28,101,https://www.barbiedb.com/wp-content/uploads/2020/05/happy-holidays-barbie-4098.jpg
51,Barbie DC Comics – Lois Lane,J5288,2005,10,28,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dc-comics-lois-lane.jpg
52,Barbie Charm Girls Secret Spells,B2787,2003,14,28,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-charm-girls-secret-spells.jpg
53,Barbie A Perfect Christmas Lead Doll,V6985,2011,30,28,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-a-perfect-christmas-lead-doll.jpg
54,2013 Holiday Barbie Doll,X8271,2013,9,28,221,https://www.barbiedb.com/wp-content/uploads/2020/05/2013-holiday-barbie-doll.jpg
55,2010 Holiday Barbie,R4545,2010,4,28,226,https://www.barbiedb.com/wp-content/uploads/2020/05/2010-holiday-barbie.jpg
56,Victorian Barbie with Cedric Bear,25526,2000,24,28,46,https://www.barbiedb.com/wp-content/uploads/2021/12/25526-2000-victorian-barbie-with-cedric-bear-757x1024.jpg
57,Valentine Barbie,12675,1994,7,28,20,https://www.barbiedb.com/wp-content/uploads/2021/08/12675-valentine-341x1024.jpg
58,Kool-Aid Wacky Warehouse Barbie,11763,1994,1,28,31,https://www.barbiedb.com/wp-content/uploads/2021/07/11763-1994-kool-aid-wacky-warehouse-barbie.jpg
59,The Iris,53935,2002,40,28,141,https://www.barbiedb.com/wp-content/uploads/2021/07/53935-2002-the-iris.jpg
60,Holiday Brunette Barbie Doll Kmart,BDH35,2014,9,30,71,https://www.barbiedb.com/wp-content/uploads/2020/05/holiday-brunette-barbie-doll-kmart.jpg
61,Cali Guy So Excellent Earrings Blaine Doll,C6792,2004,14,30,91,https://www.barbiedb.com/wp-content/uploads/2020/05/cali-guy-so-excellent-earrings-blaine-doll.jpg
62,Barbie Becky I’m The School Photographer,20202,1998,1,30,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-becky-im-the-school-photographer.jpg
63,"Bella, from The Twilight Saga: Breaking Dawn (Part I)",T7653,2011,31,30,118,https://www.barbiedb.com/wp-content/uploads/2021/07/t7653-2011-bella-from-the-twilight-saga-breaking-dawn-part-1-499x1024.jpg
64,Marilyn Monroe in Gentlemen Prefer Blondes,17452,1997,14,30,97,https://www.barbiedb.com/wp-content/uploads/2020/05/marilyn-monroe-in-gentlemen-prefer-blondes.jpg
65,Barbie 1997 Children’s Collector Hallmark Keepsake Ornament Rapunzel,QEO8635,1997,1,7,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1997-childrens-collector-hallmark-keepsake-ornament-rapunzel.jpg
66,Angel Princess Barbie,15912,1996,9,7,35,https://www.barbiedb.com/wp-content/uploads/2022/03/15912-1996-angel-princess-barbie-970x1024.jpg
67,The Peacock,19365,1998,15,7,71,https://www.barbiedb.com/wp-content/uploads/2021/07/19365-1998-the-peacock-707x1024.jpg
68,Victorian Elegance,12579,1994,1,7,40,https://www.barbiedb.com/wp-content/uploads/2021/06/victorian-elegance-1024x955.jpg
69,Barbie as Dorothy in The Wizard of Oz,12701,1995,17,7,66,https://www.barbiedb.com/wp-content/uploads/2021/07/12701-1995-barbie-as-dorothy-in-the-wizard-of-oz.jpg
70,Spanish Barbie,24670,1999,8,19,40,https://www.barbiedb.com/wp-content/uploads/2021/07/24670-1999-spanish-barbie.jpg
71,Student Teacher Barbie,R4471,2009,29,19,101,https://www.barbiedb.com/wp-content/uploads/2020/05/student-teacher-barbie.jpg
72,Hollywood Cast Party Barbie,50825,2001,12,19,50,https://www.barbiedb.com/wp-content/uploads/2020/05/hollywood-cast-party-barbie.jpg
73,Barbie Paris Pretty Fashions Pretty City Looks,1909,1988,11,19,151,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-paris-pretty-fashions-pretty-city-looks-698x1024.jpg
74,"I Love Lucy, The Christmas Show",K4558,2006,28,19,85,https://www.barbiedb.com/wp-content/uploads/2022/03/k4558-2006-i-love-lucy-the-christmas-show-631x1024.jpg
75,Timeless Silhouette 2000,29050,2000,2,16,101,https://www.barbiedb.com/wp-content/uploads/2021/06/timeless-silhouette-2000-963x1024.jpg
76,Water Rhapsody,19847,1998,13,16,55,https://www.barbiedb.com/wp-content/uploads/2021/06/water-rhapsody-853x1024.jpg
77,Ring in the New Year Barbie,52742,2001,1,16,181,https://www.barbiedb.com/wp-content/uploads/2020/05/ring-in-the-new-year-barbie.jpg
78,Haunted Beauty Zombie Bride Barbie Doll,CHX12,2015,100,16,801,https://www.barbiedb.com/wp-content/uploads/2020/05/haunted-beauty-zombie-bride-barbie-doll.jpg
79,Bob Mackie Empress Bride Barbie,4247,1992,132,16,500,https://www.barbiedb.com/wp-content/uploads/2020/05/bob-mackie-empress-bride-barbie.jpg
80,2020 Holiday Barbie,GHT54,2020,2,26,62,https://www.barbiedb.com/wp-content/uploads/2021/08/ght54-2020-holiday-789x1024.jpg
81,Teacher Barbie,13914,1995,9,26,77,https://www.barbiedb.com/wp-content/uploads/2021/07/13914-1995-teacher-barbie-1024x1024.jpg
82,Princess Barbie,23474,1999,2,26,28,https://www.barbiedb.com/wp-content/uploads/2021/07/23474-1999-princess-barbie-485x1024.jpg
83,Barbie Collector The Hunger Games: Mockingjay Part 2 Katniss,CJF33,2015,19,26,71,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-collector-the-hunger-games-mockingjay-part-2-katniss.jpg
84,Barbie 2015 Holiday Doll,CHR76,2015,9,26,76,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-2015-holiday-doll.jpg
85,Sweet Treats Barbie,20780,1998,7,18,38,https://www.barbiedb.com/wp-content/uploads/2021/07/20780-1998-sweet-treats-barbie-652x1024.jpg
86,Enchanted Evening Barbie,14992,1995,4,18,60,https://www.barbiedb.com/wp-content/uploads/2021/05/enchanted-evening-barbie-blond-503x1024.jpg
87,Happy Birthday,1922,1983,11,18,80,https://www.barbiedb.com/wp-content/uploads/2020/05/1922-happy-birthday-714x1024.jpg
88,Faberge Imperial Elegance Barbie,19816,1997,174,18,520,https://www.barbiedb.com/wp-content/uploads/2020/05/faberge-imperial-elegance-barbie.jpg
89,Elizabeth Taylor in Father of the Bride,26836,2000,32,18,200,https://www.barbiedb.com/wp-content/uploads/2020/05/elizabeth-taylor-in-father-of-the-bride.jpg
90,Avon Mrs. P.F.E. Albee,17690,1997,2,14,75,https://www.barbiedb.com/wp-content/uploads/2020/05/avon-mrs-p-f-e-albee.jpg
91,Party Dress Barbie Doll,W3425,2012,100,14,400,https://www.barbiedb.com/wp-content/uploads/2020/05/party-dress-barbie-doll.jpg
92,Parisienne Pretty Barbie,N6594,2009,90,14,731,https://www.barbiedb.com/wp-content/uploads/2020/05/parisienne-pretty-barbie.jpg
93,Nne Barbie,B3423,2004,70,14,226,https://www.barbiedb.com/wp-content/uploads/2020/05/nne-barbie.jpg
94,Libra Barbie,C3824,2004,4,14,40,https://www.barbiedb.com/wp-content/uploads/2020/05/libra-barbie.jpg
95,Fashion Fever Drew Doll,G9010,2004,45,70,76,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-fever-drew-doll-g9010.jpg
96,Barbie School Cool Teresa,29185,2000,14,70,31,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-school-cool-teresa.jpg
97,Armani Barbie,B2521,2003,49,70,400,https://www.barbiedb.com/wp-content/uploads/2020/05/armani-barbie.jpg
98,Birthday Party Barbie,3388,1992,1,70,70,https://www.barbiedb.com/wp-content/uploads/2022/07/3388-1992-birthday-party-barbie-751x1024.jpg
99,Winter Fantasy Barbie,17666,1996,1,70,24,https://www.barbiedb.com/wp-content/uploads/2021/07/17666-winter-fantasy-632x1024.jpg
100,Barbie as Wonder Woman,24638,1999,19,54,151,https://www.barbiedb.com/wp-content/uploads/2021/08/24638-wonder-woman-673x1024.jpg
101,Winter Classic Barbie,50247,2001,4,54,49,https://www.barbiedb.com/wp-content/uploads/2021/07/50247-2001-winter-classic-barbie-737x1024.jpg
