,Title,Product #,Released,Lowest,Average,Highest,URL
426,Barbie Designer Collection Horse Back Riding,7085,1983,21,72,170,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-designer-collection-horse-back-riding-717x1024.jpg
427,Barbie My Scene Goes Hollywood Madison,G6130,2005,44,72,117,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-goes-hollywood-madison.jpg
428,Barbie Fashionistas Barbie Doll – Pink Dress,X2272,2012,15,72,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-barbie-doll-pink-dress.jpg
429,2013 Barbie Holiday Doll with Ornament (Walmart),X9195,2013,15,72,50,https://www.barbiedb.com/wp-content/uploads/2020/05/2013-barbie-holiday-doll-with-ornament-walmart.jpg
430,Gala Gown Barbie,W3496,2012,109,503,551,https://www.barbiedb.com/wp-content/uploads/2020/05/gala-gown-barbie.jpg
431,Barbie Rapunzel’s Wedding Prince Stefan Doll,J1016,2005,35,503,121,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rapunzels-wedding-prince-stefan-doll.jpg
432,Shave N Style Ken,23788,1999,23,503,46,https://www.barbiedb.com/wp-content/uploads/2020/05/shave-n-style-ken.jpg
433,Barbie Loves Glitter Nails 2 Pack Assortment,V3396,2010,9,503,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-loves-glitter-nails-2-pack-assortment.jpg
434,Special Edition Millennium Princess Barbie,25154,2000,24,503,26,https://www.barbiedb.com/wp-content/uploads/2021/08/25154-2000-special-edition-millennium-princess-barbie-796x1024.jpg
435,Barbie Holiday Doll,CCP45,2014,9,19,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-holiday-doll.jpg
436,Barbie Jeans Fashions For Ken,1690,1988,14,19,188,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-jeans-fashions-for-ken-738x1024.jpg
437,Barbie 2014 Holiday Doll with Ornament (AA),CDB52,2014,18,19,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-2014-holiday-doll-with-ornament-aa.jpg
438,"Barbie, Ken and Midge On Parade Gift set",1014,1964,400,19,550,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-and-midge-on-parade-gift-set-1014.jpg
439,Barbie I Can Be  Flight Attendant Walmart,Y1132,2012,12,19,71,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-flight-attendant-walmart.jpg
440,Harvey Nichols Special Edition Barbie,175,1995,1,,900,https://www.barbiedb.com/wp-content/uploads/2020/05/harvey-nichols-special-edition-barbie.jpg
441,Barbie I Can Be… President B Party Doll,X2932,2012,20,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-president-b-party-doll-x2932.jpg
442,Barbie Picnic Pretty Fashions and Accessories,12594,1994,18,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-picnic-pretty-fashions-and-accessories-597x1024.jpg
443,Pepper Barbie Doll,L9601,2008,80,,171,https://www.barbiedb.com/wp-content/uploads/2020/05/pepper-barbie-doll.jpg
444,Barbie Beauty Salon Set,4839,1983,100,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beauty-salon-set.jpg
445,Barbie Sisters Twins Max and Marie,Y7558,2013,35,39,102,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-twins-max-and-marie.jpg
446,Fairy of the Forest,25639,2000,37,39,55,https://www.barbiedb.com/wp-content/uploads/2020/05/fairy-of-the-forest-barbie.jpg
447,Golden Gala Barbie,P6755,2009,425,39,450,https://www.barbiedb.com/wp-content/uploads/2020/05/golden-gala-barbie-p6755.jpg
448,Barbie 1997 Victorian Elegance Hallmark Keepsake Ornament,QHB6004,1997,6,39,9,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-1997-victorian-elegance-hallmark-keepsake-ornament.jpg
449,Barbie Sisters Safari Skipper Doll,BDG29,2013,24,39,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-skipper-doll.jpg
450,Fashion Designer Barbie,53864,2002,140,215,221,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-designer-barbie.jpg
451,Wedding Party Gift Set,1017,1964,700,215,700,https://www.barbiedb.com/wp-content/uploads/2020/05/1017-wedding-party-gift-set-1024x657.jpg
452,Barbie I Can Be… Mars Explorer Doll,X9073,2013,14,215,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-mars-explorer-doll.jpg
453,Barbie Check Up Dress ‘N Play Ocean Friends Fashion Set,67508,1996,10,215,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-check-up-dress-n-play-ocean-friends-fashion-set.jpg
454,Native American Barbie,11609,1994,7,215,40,https://www.barbiedb.com/wp-content/uploads/2020/05/native-american-barbie-11609.jpg
455,Captain Jack Sparrow Ken Doll,T7654,2011,55,1150,201,https://www.barbiedb.com/wp-content/uploads/2020/05/captain-jack-sparrow-ken-doll.jpg
456,Barbie Glitz and Glamour Horse,K8595,2006,50,1150,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glitz-and-glamour-horse.jpg
457,Barbie Fashionistas Swappin Heads Sporty Doll,T7412,2010,18,1150,76,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-heads-sporty-doll.jpg
458,City Smart Barbie,B8687,2003,650,1150,1151,https://www.barbiedb.com/wp-content/uploads/2020/05/city-smart-barbie.jpg
459,Barbie My Scene So Chic Salon,C2234,2003,65,1150,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-so-chic-salon.jpg
460,Barbie Rapunzel’s Wedding Doll (AA),J1015,2005,24,25,220,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rapunzels-wedding-doll-aa.jpg
461,Barbie So In Style Rocawear Grace,W3184,2012,21,25,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-rocawear-grace.jpg
462,Fashionably Floral Barbie Doll,CGK91,2015,50,25,207,https://www.barbiedb.com/wp-content/uploads/2020/05/fashionably-floral-barbie-doll.jpg
463,Barbie Krissy Nap ‘n Play Nursery Playset,88814,2001,57,25,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-krissy-nap-n-play-nursery-playset.jpg
464,Barbie Gold ‘N Glamour Outfit,1647,1965,78,25,550,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-gold-n-glamour-outfit.jpg
465,Bride (Teresa),X1171,2012,17,24,29,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-teresa-bride-doll-2.jpg
466,Barbie Fashionistas Barbie Doll – Pink and Silver Dress,Y7487,2013,14,24,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-barbie-doll-pink-and-silver-dress.jpg
467,Barbie Glam Luxe Teresa,BLR57,2013,20,24,107,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-luxe-teresa.jpg
468,Barbie I Can Be Sports Fashion,V3112,2011,10,24,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-sports-fashion.jpg
469,Barbie A Fairy Secret Barbie Doll (2 in 1 Dress/Wings),T7349,2011,15,24,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-a-fairy-secret-barbie-doll-2-in-1-dress-wings.jpg
470,Barbie New ‘N Groove Talking PJ,1113,1969,175,,201,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-new-n-groove-talking-pj.jpg
471,Barbie & The Diamond Castle Glimmer Horse,N0584,2008,55,,101,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-diamond-castle-glimmer-horse.jpg
472,Barbie I Can Be…Bride,T3841,2009,23,,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-bride.jpg
473,Barbie Fashionistas Raquelle Doll,X2277,2012,30,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-raquelle-doll.jpg
474,Bumblebee Gala Barbie,23041,1999,42,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/bumblebee-gala-barbie.jpg
475,Barbie Pearl Princess Mermaid Co-Star Doll,BGV22,2014,13,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pearl-princess-mermaid-co-star-doll-bgv22.jpg
476,Soda Shop Barbie Doll,DGX89,2016,75,,250,https://www.barbiedb.com/wp-content/uploads/2020/05/soda-shop-barbie-doll.jpg
477,Ice Cream Shoppe (Sorveteria),3653,1989,149,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/ice-cream-shoppe-sorveteria.jpg
478,Aloha Cali Girl Christie Doll,G8678,2005,75,,145,https://www.barbiedb.com/wp-content/uploads/2020/05/aloha-cali-girl-christie-doll.jpg
479,Model No. 17 Collection 002 Barbie,T7751,2011,70,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-17-collection-002-barbie.jpg
480,Free Moving Ken,7280,1974,59,,175,https://www.barbiedb.com/wp-content/uploads/2020/05/free-moving-ken.jpg
481,Barbie Sisters Safari Barbie Doll,BDG28,2013,16,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-barbie-doll.jpg
482,Bedtime Baby Barbie Doll And Krissy Doll,56616,2002,41,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/bedtime-baby-barbie-doll-and-krissy-doll-654x1024.jpg
483,Barbie Cali Girl Lea Doll,C6465,2004,14,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-lea-doll-c6465.jpg
484,Inuit Legend Barbie,G8892,2005,150,,500,https://www.barbiedb.com/wp-content/uploads/2020/05/inuit-legend-barbie.jpg
485,Peruvian Barbie,2995,1986,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/peruvian-barbie-2995.jpg
486,Ken Cool Times Fashion Skates,10743,1993,55,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-cool-times-fashion-skates.jpg
487,Bath Magic Barbie AA,7951,1991,15,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/bath-magic-barbie-aa.jpg
488,Model No. 08 Collection 002.5 Barbie,T7924,2011,45,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-08-collection-002-5-barbie.jpg
489,Model No. 04 Collection 002.5 Barbie,T7920,2011,120,,145,https://www.barbiedb.com/wp-content/uploads/2020/05/model-no-04-collection-002-5-barbie.jpg
490,Laser-Leatherette Dress Barbie Doll,BCR07,2014,85,,160,https://www.barbiedb.com/wp-content/uploads/2020/05/laser-leatherette-dress-barbie-doll.jpg
491,Barbie So In Style Pastry Kara,V7103,2011,75,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-pastry-kara.jpg
492,Barbie Princess Charm School Mini Kingdom Blair,V9434,2011,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-mini-kingdom-blair.jpg
493,Barbie I Can Be… Dessert Chef,Y7380,2013,18,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-dessert-chef.jpg
494,Barbie Fashion Gift Pack,68073-96,1995,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-gift-pack.jpg
495,Barbie Campus Sweetheart Outfit,1616,1965,525,,600,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-campus-sweetheart-outfit.jpg
496,Barbie Summer Beach Doll,X9600,2013,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-summer-beach-doll.jpg
497,Barbie So In Style Grace Prom Doll,BGT10,2014,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-grace-prom-doll.jpg
498,Barbie Secret Messages Computer Center,67275,2000,70,,95,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-secret-messages-computer-center.jpg
499,Barbie My Scene Snow Glam Chelsea Doll,L9340,2008,22,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-snow-glam-chelsea-doll.jpg
500,Barbie Mini Kingdom Regal Sweets Playset,K8030,2007,30,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mini-kingdom-regal-sweets-playset.jpg
501,Barbie Mariposa Doll,Y6372,2013,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mariposa-doll-y6372.jpg
502,Barbie I Can Be… Newborn Baby Doctor (AA),P3595,2009,55,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-newborn-baby-doctor-aa.jpg
503,Barbie I Can Be… Kitty Care Vet Playset,T2695,2010,46,,61,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-kitty-care-vet-playset.jpg
504,Barbie I Can Be Doctors Barbie and Ken Dolls,3094,2012,30,,43,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-doctors-barbie-and-ken-dolls.jpg
505,Barbie Hair-Tastic! Cut & Style AA Doll,W3912,2012,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-tastic-cut-style-aa-doll.jpg
506,Barbie Fashionistas Summer Doll,Y7491,2013,13,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-summer-doll-y7491.jpg
507,Barbie Fashionista Nikki,DGF21,2015,11,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-nikki-352x1024.jpg
508,Barbie Fashionista Doll (Blonde/Pink),X7868,2013,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-doll-blonde-pink.jpg
509,Barbie Family Sisters Buildup (Sams Club),Y1196,2012,65,,95,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-family-sisters-buildup-sams-club.jpg
510,Barbie Fairytale Magic Doll,BCP20,2014,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-magic-doll.jpg
511,"Barbie Careers Fashion Pack, Skating Costume",CHJ29,2014,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-fashion-pack-skating-costume-523x1024.jpg
512,Live Action Barbie Christie on Stage,1175,1971,160,,310,https://www.barbiedb.com/wp-content/uploads/2020/05/live-action-barbie-christie-on-stage.jpg
513,Barbie Walking Jamie,1132,1970,450,,650,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-walking-jamie.jpg
514,Barbie Video Girl (Brunette),T8157,2010,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-video-girl-brunette.jpg
515,Barbie Super Transforming Vanity Playset,CDY64,2015,45,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-super-transforming-vanity-playset.jpg
516,Barbie Skipper & Skooter Ship Ahoy Outfit,1918,1965,150,,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-skooter-ship-ahoy-outfit.jpg
517,Barbie My Scene Goes Hollywood Nolee Doll,G6132,2005,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-goes-hollywood-nolee-doll.jpg
518,Barbie Midge’s Ensemble,1012,1964,450,,525,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-midges-ensemble-764x1024.jpg
519,Barbie Mariposa Pegasus and Flying Chariot Set,Y6382,2013,40,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-mariposa-pegasus-and-flying-chariot-set.jpg
520,Barbie in A Mermaid Tale 2 AA Mermaid Doll,W2907,2012,35,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-in-a-mermaid-tale-2-aa-mermaid-doll.jpg
521,Barbie Hair Happenins Francie,1122,1970,175,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-hair-happenins-francie.jpg
522,Barbie Fashionistas Ultimate Closet,X5357,2012,24,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-ultimate-closet.jpg
523,Barbie Fairytale Magic Blond Ballarina in Pink Tu Tu,W2921,2012,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-magic-blond-ballarina-in-pink-tu-tu.jpg
524,Barbie Doll Accessories,923,1961,200,,250,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-accessories.jpg
525,Barbie Design & Dress Studio Refill Kit,W3914,2012,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-design-dress-studio-refill-kit.jpg
526,Barbie Color & Style,CFN47,2015,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-style-548x1024.jpg
527,Barbie Clean-Up Pup! Playset  (AA),N7552,2009,28,,84,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-clean-up-pup-playset-aa.jpg
528,Barbie Chelsea and Pony,X8412,2013,14,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-and-pony.jpg
529,"Barbie Careers Fashion Pack, Firefighter Uniform",CHJ28,2014,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-fashion-pack-firefighter-uniform-417x1024.jpg
530,Music Star Barbie,L3824,2007,30,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/music-star-barbie.jpg
531,Hairtastic Color & Design Salon Barbie Doll,X2346,2012,22,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/hairtastic-color-design-salon-barbie-doll.jpg
532,Barbie Supermarket Playset,7573,1992,100,,175,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-supermarket-playset.jpg
533,Barbie Royal Bride Doll,BCP33,2013,14,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-royal-bride-doll.jpg
534,Barbie Princess and the Popstar Musical Light-Up Castle Play Set,X4315,2012,145,,190,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-and-the-popstar-musical-light-up-castle-play-set.jpg
535,Barbie I Can Be Gymnastic Champion,W3766,2012,14,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-i-can-be-gymnastic-champion.jpg
536,Barbie Fashionistas Doll,CLN69,2015,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-cln69-446x1024.jpg
537,Barbie Fashion Fever Kayla Styling Head,H3713,2005,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-fever-kayla-styling-head.jpg
538,Barbie Fairy (Nikki ),W2968,2012,16,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-nikki.jpg
539,Barbie Busy Gal Outfit,983,1960,300,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-busy-gal-outfit.jpg
540,Barbie Busy Francie,2013,1972,225,,300,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-busy-francie.jpg
541,Barbie Bride Doll,DHC35,2015,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-bride-doll-dhc35.jpg
542,Barbie Bride and Groom Doll Gift Set,T0337B,2015,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-bride-and-groom-doll-gift-set.jpg
543,Barbie Bongo Easy to Dress Fashion,3344,1992,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-bongo-easy-to-dress-fashion.jpg
544,Barbie Blossom Telephone with Caller ID,BAR550,2007,22,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-blossom-telephone-with-caller-id.jpg
545,Barbie Beautiful Fairy Doll – Nikki,X9451,2013,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-fairy-doll-nikki.jpg
546,Barbie Beautiful Fairy Barbie Doll Assortment Pack of 6,CBR13,2013,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-fairy-barbie-doll-assortment-pack-of-6.jpg
547,Barbie Beautiful Fairy Barbie Doll,X9449,2013,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-fairy-barbie-doll.jpg
548,Barbie Beautiful Bride AA,G9072,2004,45,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beautiful-bride-aa.jpg
549,Barbie Beach Nikki Doll,BCN26,2014,8,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-nikki-doll.jpg
550,Barbie Beach Doll & Windsurfer,CCV23,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-doll-windsurfer.jpg
551,Barbie Beach Doll & Kayak,CCV22,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-doll-kayak.jpg
552,Barbie Beach Cruiser,Y6856,2013,30,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-cruiser.jpg
553,Barbie Beach Bundle (Walmart),CCL89,2013,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-bundle-walmart.jpg
554,Barbie Beach Blast Surf Set Playset,7308,1989,220,,240,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-beach-blast-surf-set-playset.jpg
555,Barbie Be a Real Fashion Designer,70395,2012,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-be-a-real-fashion-designer.jpg
556,Barbie Ballerina Sugar Plum Fairy Outfit,9326,1976,80,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-sugar-plum-fairy-outfit.jpg
557,Barbie Ballerina Doll (AA),BCP15,2013,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-doll-aa-352x1024.jpg
558,Barbie Ballerina Doll,BCP12,2013,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-doll-301x1024.jpg
559,Barbie Ballerina Brunette Theresa Blue,W2926,2012,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-brunette-theresa-blue.jpg
560,Barbie Ballerina Assortment,CFF42,2015,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ballerina-assortment.jpg
561,Barbie as The Princess and the Pauper Ken as King Dominick (AA),C5775,2004,35,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-the-princess-and-the-pauper-ken-as-king-dominick-aa.jpg
562,Barbie As The Island Princess Princess Rosella Doll,K9268,2007,61,,116,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-the-island-princess-princess-rosella-doll.jpg
563,Barbie As the Island Princess Magical Castle Vanity,K8117,2007,110,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-the-island-princess-magical-castle-vanity-697x1024.jpg
564,Barbie as Sleeping Beauty Prince Ken,K8059,2006,55,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-sleeping-beauty-prince-ken.jpg
565,Barbie as Rapunzel Ken Doll Prince Stephan (AA),55535,2002,20,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-rapunzel-ken-doll-prince-stephan-aa.jpg
566,Barbie as Rapunzel Ken Doll Prince Stephan,55534,2002,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-rapunzel-ken-doll-prince-stephan.jpg
567,Barbie as Princess Cinderella with CD,K8051,2007,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-as-princess-cinderella-with-cd.jpg
568,Barbie and The Three Musketeers Viveca Doll,P6157,2009,33,,61,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeers-viveca-doll-p6157.jpg
569,Barbie and The Three Musketeers Magical Balloon Carriage,N7007,2009,40,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeers-magical-balloon-carriage.jpg
570,Barbie and The Three Musketeers Aramina Doll,N8019,2009,130,,155,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeers-aramina-doll.jpg
571,Barbie and the Three Musketeer Renee Doll,P4609,2009,119,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-three-musketeer-renee-doll.jpg
572,Barbie And The Sensations,4931,1988,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-sensations.jpg
573,Barbie and the Secret Door Princess Alexa Singing Doll (Spanish),CCF69,2014,20,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-princess-alexa-singing-doll-spanish.jpg
574,Barbie and The Secret Door Princess Alexa,BLP23,2014,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-princess-alexa-2.jpg
575,Barbie and The Secret Door Prince Doll,BLP31,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-prince-doll-398x1024.jpg
576,Barbie and the Secret Door Giftpack,CBN46,2014,15,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-giftpack.jpg
577,Barbie and The Secret Door Castle,BLP42,2014,85,,148,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-castle.jpg
578,Barbie and The Secret Door Alexa Doll,BLP33,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-secret-door-alexa-doll.jpg
579,Barbie and the Mysterious Door Cottage,CMP12,2014,22,,34,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-mysterious-door-cottage.jpg
580,Barbie and the Magic of Pegasus Prince Aidan Doll (AA),G8404,2005,20,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-magic-of-pegasus-prince-aidan-doll-aa.jpg
581,Barbie and the BiBops Bobby,4960,1987,40,,98,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-the-bibops-bobby.jpg
582,Barbie and Ken Little Theater Playset,4090-8,1964,1,,3,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-ken-little-theater-playset.jpg
583,Barbie and Her Sisters in The Great Puppy Adventure Skipper Doll,CLF98,2015,13,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-the-great-puppy-adventure-skipper-doll.jpg
584,Barbie and Her Sisters in a Pony Train and Ride Horse Playset,Y1174,2013,50,,91,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-train-and-ride-horse-playset.jpg
585,"Barbie and Her Sisters in a Pony Tale Skipper and Chelsea Doll, 2-Pack",X8411,2013,21,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-tale-skipper-and-chelsea-doll-2-pack.jpg
586,Barbie and Her Sisters in a Pony Tale Gala Gown Doll,BBF93,2013,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-tale-gala-gown-doll.jpg
587,"Barbie and Her Sisters in a Pony Tale Barbie and Stacie Doll, 2-Pack",X8411,2013,17,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-and-her-sisters-in-a-pony-tale-barbie-and-stacie-doll-2-pack.jpg
588,"Barbie All Dolled Up Party Blowouts, 8-Count",339379,2010,5,,8,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-all-dolled-up-party-blowouts-8-count.jpg
589,Barbie All Doll’d Up Stylist Set,83020,2015,16,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-all-dolld-up-stylist-set.jpg
590,Barbie All Doll’d Up Centerpiece,289379,2015,6,,9,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-all-dolld-up-centerpiece.jpg
591,Barbie Airbrush Designer,CLD92,2014,35,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-airbrush-designer-cld92.jpg
592,Barbie Advent Calendar,CLR43,2015,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-advent-calendar.jpg
593,Barbie A Perfect Christmas Holiday Sisters,V6986,2011,95,,151,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-a-perfect-christmas-holiday-sisters.jpg
